vendor_id,vendor_name,rating,gst_number
04e38a233f726ef161074ab1c9b0399a,Sao Paulo Merchant 04E38A,3.65,GST-SP-3FE6B643
1b4b28463457a256e9a784ebe2a8f630,Piracicaba Merchant 1B4B28,1.0,GST-SP-0B010BFF
db7ed69a53aa9fb1c01930ba54a88bbe,Jaguariuna Merchant DB7ED6,5.0,GST-SP-7FF07ADA
f664f98bfda2eaf266a23ff144e7a872,Sao Paulo Merchant F664F9,3.0,GST-SP-5567E569
7ade73f1b9b4e965f9009a4c3a7e2c15,Bauru Merchant 7ADE73,4.77,GST-SP-04584837
a369d693961cb93b61ca2cc518872a85,Sao Jose Do Rio Preto Merchant A369D6,3.91,GST-SP-4BAA478A
fb8904a8ea99f8831b64ce27db2c1765,Sao Caetano Do Sul Merchant FB8904,4.5,GST-SP-F9750F76
2ef086a599b597572aca4433b7ed6b3d,Jaragua Do Sul Merchant 2EF086,5.0,GST-SC-7934FE89
134285d1f41da5c13a756ee8142c8a4e,Sao Paulo Merchant 134285,3.33,GST-SP-63B76C46
9ed65337433adfbedefd23dd76eaa494,Sao Paulo Merchant 9ED653,4.83,GST-SP-3B004D77
aec99834ab5d38ead22766ada8497e87,Colombo Merchant AEC998,5.0,GST-PR-80D56C26
b8578d2d823bd8e251f6fdd02b40902d,Blumenau Merchant B8578D,4.44,GST-SC-2AA22E18
d9d43faf741ceaa8da52fdbb81d9e0e3,Juiz De Fora Merchant D9D43F,3.67,GST-SP-1AD4EB93
964ff64dc05b13811c6d0f41e0aa5f6b,Sao Paulo Merchant 964FF6,5.0,GST-SP-13F01DB3
96e5dc09087bad639b4ee193104ec2e5,Bom Jardim Merchant 96E5DC,4.5,GST-RJ-1FB2DBC4
24c1de8d9551c0b4fbc53317d53efda8,Serra Redonda Merchant 24C1DE,5.0,GST-PB-474C87F1
0336182e1b3e92f029d5354832045fdf,Ibitinga Merchant 033618,2.0,GST-SP-D1B83C40
c03121937e54a93fcc1825c3098bbb6e,Curitiba Merchant C03121,5.0,GST-PR-C590A71D
b87a7ea0c30fad2dd6781b74a0064859,Sao Paulo Merchant B87A7E,3.44,GST-SP-E1948FCE
84c945f15571830c1a91a33978e94009,Sao Paulo Merchant 84C945,4.5,GST-SP-96E9632A
2d378dbb39815785238c0139c7647fb7,Sao Francisco Do Sul Merchant 2D378D,5.0,GST-SC-BFBB8CDF
0b0ddbc7b9d9584f442c7ac92b0ff6c9,Guarulhos Merchant 0B0DDB,4.67,GST-SP-508BF7CD
51209b446b2073894bdc0face6c73ffc,Vila Velha Merchant 51209B,4.0,GST-ES-7BCE56F0
5996cddab893a4652a15592fb58ab8db,Presidente Prudente Merchant 5996CD,5.0,GST-SP-E0F48266
aa8af66c623d7d544dfe4bb85b5ebe3b,Betim Merchant AA8AF6,5.0,GST-MG-6F202B0F
1690cada046eb7e92c12f98b1f8a8167,Sao Paulo Merchant 1690CA,4.55,GST-SP-2F1F058A
385799a1cddbd26dfeb9157356a42282,Sao Paulo Merchant 385799,4.0,GST-SP-835D18A0
42b729f859728f5079499127a9c2ef37,Sao Paulo Merchant 42B729,4.47,GST-SP-7450A156
556a6409838156ea299c9d1f9e2dde43,Curitiba Merchant 556A64,3.25,GST-PR-27617BD6
179d859f51292aac5c10806a356f7af9,Ribeirao Pires Merchant 179D85,4.39,GST-SP-3ED5FDCC
934ed5cd1b9c1c7382d0a94a94b9e639,Curitiba Merchant 934ED5,5.0,GST-PR-9CDA32CB
be3b4b0f050a6aa1b2d901c4b77e979f,Imbituva Merchant BE3B4B,4.0,GST-PR-4B0E13BA
6806dad1da97bfb5a9038eac6881f706,Guaratuba Merchant 6806DA,3.91,GST-PR-4915E414
94231344608e603693b0a8891143f65d,Porto Alegre Merchant 942313,4.0,GST-SP-691C32AB
446cc09cdbb130904da114e807dbec40,Sao Paulo Merchant 446CC0,4.67,GST-SP-6F7F085B
47efca563408aae19bb7206c2d969ea9,Teresina Merchant 47EFCA,4.08,GST-PI-6611EBE9
00ab3eff1b5192e5f1a63bcecfee11c8,Sao Paulo Merchant 00AB3E,5.0,GST-SP-605B9F09
71271995e85f5b8530be99ed54a91b89,Porto Alegre Merchant 712719,2.5,GST-RS-7F5FB80F
a435b009cd956ea60748b5cfbddf2e24,Franca Merchant A435B0,4.33,GST-SP-3FE439A5
11938fcc75f6902fea1d0a6f72b54a57,Sao Miguel D'Oeste Merchant 11938F,3.0,GST-SC-4FC1D472
9b76ad3d04236f76bc71c59470305e13,Boituva Merchant 9B76AD,5.0,GST-SP-D1E5D54A
d7ab82074b5f1dfba46db123df101bff,Atibaia Merchant D7AB82,4.5,GST-SP-89C2B745
9c0e69c7bf2619675bbadf47b43f655a,Sao Jose Dos Campos Merchant 9C0E69,4.05,GST-SP-B0D178C9
94d76e96eedd976258cd3278ce56d5f2,Sao Roque Merchant 94D76E,5.0,GST-SP-69951335
52f976b17ea7f2f087f56dcc419328f6,California Merchant 52F976,3.67,GST-PR-6DF11735
4e326052e5dbba8adcd512f3450a307e,Sao Paulo Merchant 4E3260,2.33,GST-SP-5CC811A8
3586b8580d9c917874e053a1bb37b5ff,Araraquara Merchant 3586B8,4.42,GST-SP-9CD439C3
6edacfd9f9074789dad6d62ba7950b9c,Guarulhos Merchant 6EDACF,4.36,GST-SP-BDF57AB0
52831e5990d0771cb4951d6f12928167,Tupa Merchant 52831E,3.0,GST-SP-A3DCAFC0
9e7c5f4d7770eab65738cca38f9efccf,Sao Paulo Merchant 9E7C5F,3.5,GST-SP-7B3A93D1
4677a5437afda5fa7140b927b07be1cc,Japira Merchant 4677A5,4.36,GST-PR-F5A41A2F
3e8bd881d92466e63ba9e3e809cd3c50,Rio De Janeiro Merchant 3E8BD8,4.12,GST-RJ-AD23F281
4a1917ef994878940e1fb03eeb787ad7,Brasilia Merchant 4A1917,3.0,GST-DF-CCAF0310
334cab711dee080b079fa5779b584783,Santo Andre Merchant 334CAB,4.91,GST-SP-17F12611
9dd59e43f0c9f0553244e8f9c2fb247e,Foz Do Iguacu Merchant 9DD59E,4.8,GST-PR-E2F80FD9
ccf8813e5a7d6c84d865cd38bfc2b130,Taubate Merchant CCF881,4.38,GST-SP-D84BC076
8d956fec2e4337affcb520f56fd8cbfd,Sao Bernardo Do Campo Merchant 8D956F,4.2,GST-SP-67586177
e5a3438891c0bfdb9394643f95273d8e,Limeira Merchant E5A343,3.91,GST-SP-E1C335AF
f9f68daa2af419d38f745478bcb3da1a,Sumare Merchant F9F68D,3.0,GST-SP-FEAB6963
138dbe45fc62f1e244378131a6801526,Sao Paulo Merchant 138DBE,4.08,GST-SP-9836D29D
5058e8c1e82653974541e83690655b4a,Itaquaquecetuba Merchant 5058E8,3.24,GST-SP-9923DB11
cd2169d9f31ff6fbb9ca3373b0c9e354,Nova Friburgo Merchant CD2169,4.0,GST-RJ-BD80CC0D
15aec03fe4cf30dfa574cf550f5ff5ff,Rio De Janeiro Merchant 15AEC0,1.0,GST-RJ-28ABF28F
9674754b5a0cb32b638cec001178f799,Sao Paulo Merchant 967475,4.08,GST-SP-16854E54
c161d1327ebc3a156c09582ab2f59f6c,Sao Paulo Merchant C161D1,3.0,GST-SP-2E45C0E4
4d232b78ab7ef10393dc3807d827bc0d,Belo Horizonte Merchant 4D232B,4.4,GST-MG-EA90D9AE
23ff42c4bf1f8f16cddb19d8b972974a,Itau De Minas Merchant 23FF42,4.0,GST-MG-778BC18B
d3dcf0604eabf0224fbd5948b5e02f69,Sao Paulo Merchant D3DCF0,3.89,GST-SP-059C6023
49067458c68f7701fd334ce326accbe0,Juiz De Fora Merchant 490674,3.44,GST-MG-33BE0B8C
dfa0c4c6229ab200a4a1336b4d7128ff,Florianopolis Merchant DFA0C4,4.0,GST-SC-9F5C693E
35281d148dcf7134bae913c57db4e6da,Sao Paulo Merchant 35281D,5.0,GST-SP-BC8EABE9
76833248bbc0e65a0293ec62023e4396,Birigui Merchant 768332,5.0,GST-SP-A0562300
48e5ee06fb2dc74df1c711a9b6dfac2a,Oliveira Merchant 48E5EE,5.0,GST-MG-D84254C1
2cb6eb1b7185064167657fa09f541105,Sabara Merchant 2CB6EB,4.14,GST-MG-EAEDA73C
0f7eea709efdf942b5f95c7516dbacd7,Pedrinhas Paulista Merchant 0F7EEA,4.0,GST-SP-306D4931
54583ab379489add547fe47b628db589,Sao Bernardo Do Campo Merchant 54583A,4.8,GST-SP-AAB41DA7
51e0557bc7b86de13e946c60ee91ce39,Belo Horizonte Merchant 51E055,5.0,GST-MG-5E88EB44
0bebbb2cea103a4a020c95d43fd7d754,Sao Paulo Merchant 0BEBBB,4.89,GST-SP-E2C1B5E2
9da1ca0bef29ee170e541927a5aeabdc,Votuporanga Merchant 9DA1CA,3.0,GST-SP-7F426A2B
6c7d50c24b3ccd2fd83b44d8bb34e073,Presidente Prudente Merchant 6C7D50,4.39,GST-SP-DFA65BDC
3faf68a3b0af94b10bac70d86077be49,Holambra Merchant 3FAF68,4.57,GST-SP-F4027B96
05feb94f19d094d4b0f9281f0b1d4c99,Mogi Das Cruzes Merchant 05FEB9,4.5,GST-SP-5FFC450E
f650a9708fa1bab22bdd8d3a818cc415,Ararangua Merchant F650A9,3.4,GST-SC-8BAF9BF0
5cbbd5a299cab112b7bf23862255e43e,Pinhais Merchant 5CBBD5,4.28,GST-PR-EB16D72B
07d75e33f2750d97d467fb57e4dfdd8a,Sao Paulo Merchant 07D75E,2.5,GST-SP-C0AF87D6
8a8835a43bda99fd37310ad76c457510,Sao Caetano Do Sul Merchant 8A8835,4.5,GST-SP-2C3D3B7F
ca3bd7cd9f149df75950150d010fe4a2,Sao Paulo Merchant CA3BD7,3.96,GST-SP-D4781F8F
323ce52b5b81df2cd804b017b7f09aa7,Sao Paulo Merchant 323CE5,4.31,GST-SP-2E56E95D
ebd1417732defaf66c50b5a800eb293e,Londrina Merchant EBD141,5.0,GST-PR-D998E402
76ea5315acb3f5f7ade3cd261faf922a,Sao Paulo Merchant 76EA53,4.27,GST-SP-67139288
4b1eaadf791bdbbad8c4a35b65236d52,Ribeirao Preto Merchant 4B1EAA,2.0,GST-SP-7FA2BA25
4cc43a222a0f94910728b62b97a8c5f8,Ribeirao Preto Merchant 4CC43A,3.0,GST-SP-E6CEB2CD
bc503e244f187939d10c92a5c8e378ce,Birigui Merchant BC503E,3.29,GST-SP-8B8336F0
b6f52e346160519c24a23af05410ad32,Sao Paulo Merchant B6F52E,4.0,GST-SP-76133FAA
70125af26c2d6d4ef401a1d02ae7701f,Goiania Merchant 70125A,4.6,GST-GO-2C21FF09
c84592044b180dec206770c38603814b,Sao Paulo Merchant C84592,4.2,GST-SP-DC901919
1caf283236cd69af44cbc09a0a1e7d32,Nova Iguacu Merchant 1CAF28,4.61,GST-RJ-A762E474
ba90964cff9b9e0e6f32b23b82465f7b,Guarulhos Merchant BA9096,4.42,GST-SP-8F1B081A
5e9f5bd34e0830569f05c9d4f56e04a8,Porto Alegre Merchant 5E9F5B,4.5,GST-RS-FB52380C
15fa791d5e017f66402dc28c44480657,Sao Paulo Merchant 15FA79,4.25,GST-SP-E8AB5923
20d83f3ef0e6925fd74bfd59170babf7,Sao Paulo Merchant 20D83F,4.4,GST-SP-9E8B8540
59417c56835dd8e2e72f91f809cd4092,Limeira Merchant 59417C,4.28,GST-SP-B67065AA
a13580f0e8f782b7a543885a0ef99f08,Rio De Janeiro Merchant A13580,4.4,GST-RJ-517A2467
ccada0ef508e698917a6eab263375905,Pato Bragado Merchant CCADA0,3.67,GST-PR-D15AE44A
4bde6149c15cf7e177b36fa060dd6de8,Carazinho Merchant 4BDE61,5.0,GST-RS-DC2712FF
fe1bbc5feda5c8979a8a1b3b2512d5a6,Arinos Merchant FE1BBC,3.89,GST-MG-F7CE39CA
23a0ffca143a15b9b5bbdb7d552f626a,Sao Pedro Merchant 23A0FF,3.91,GST-SP-7ECCFC02
32b8764b4ef628b53608fc34011fcc13,Lages Merchant 32B876,4.19,GST-SC-868D247A
e7df4cd29ab5abab70fb0783ddb53987,Sao Paulo Merchant E7DF4C,4.3,GST-SP-781008C2
0432ead42b6c8a0bdf68154add917fdf,Maua Merchant 0432EA,4.46,GST-SP-98BD8DE9
7e959205cebc10adefcb331f934238a4,Sao Paulo Merchant 7E9592,1.0,GST-SP-A47820BC
2a261b5b644fa05f4f2700eb93544f2c,Porto Ferreira Merchant 2A261B,3.83,GST-SP-3B4D4D82
f680f85bee2d253556ac91be391d2c82,Carapicuiba Merchant F680F8,4.33,GST-SP-069DFFCF
3785b653b1b82de85ab47dd139938091,Ampere Merchant 3785B6,4.73,GST-PR-EFEB4E25
d379f449f2a3b271bc01c0782020f705,Divinopolis Merchant D379F4,3.89,GST-MG-1606654D
7ea5bfa6c340f58f8e71fc1f0412b0d6,Belo Horizonte Merchant 7EA5BF,4.12,GST-MG-3CDE52E0
dc120d932ddf9d4dfb6fd68beefda622,Sao Jose Dos Pinhais Merchant DC120D,1.0,GST-PR-7D456727
6902157ee16728322d61a1321fa79e58,Sao Paulo Merchant 690215,3.0,GST-SP-4A53AD8D
f3041c2e75ec683697a6a5ea82192210,Itauna Merchant F3041C,5.0,GST-MG-05F0C222
c54679b132454625907c773d273d4126,Guaruja Merchant C54679,4.86,GST-SP-F58BDD5D
d26aa40b90272d4843d63be7c1462c8d,Sao Paulo Merchant D26AA4,4.5,GST-SP-17A5FFBE
a2fa0bdc798ee84cdb08281337cf4fb6,Florianopolis Merchant A2FA0B,4.0,GST-SC-6192C664
bd697db56ff8e7c9cd1abeb7f72029b2,Sao Paulo Merchant BD697D,4.18,GST-SP-AAD84A3B
2aafae69bf4c41fbd94053d9413e87ee,Porto Alegre Merchant 2AAFAE,4.5,GST-RS-A9D72A76
483ca627d131e18f988349b1655c0acd,Mogi Mirim Merchant 483CA6,5.0,GST-SP-680C037B
1a3df491d1c4f1589fc2b934ada68bf2,Joinville Merchant 1A3DF4,4.18,GST-SC-12B22243
e81e1f9c3e762e620f3fb60a51499e16,Curitibanos Merchant E81E1F,4.0,GST-SC-BAFBD475
4170f6a9367e6b5d6401d03ce6d54569,Brasilia Df Merchant 4170F6,4.0,GST-DF-A0A31569
4e480be820e37de1444325ff358c9296,Tres Coracoes Merchant 4E480B,5.0,GST-MG-BCEC045A
6560211a19b47992c3666cc44a7e94c0,Sao Paulo Merchant 656021,3.94,GST-SP-8C632125
3da38366e7bd9baf6369071f782ecdf0,Fortaleza Merchant 3DA383,1.0,GST-CE-E00CE76E
e3e290b38963293022cdcd6db8328103,Sao Paulo Merchant E3E290,3.33,GST-SP-5058ABF3
70b52a4cfc823994561b00bad161b4ed,Sao Paulo Merchant 70B52A,4.38,GST-SP-22E1C2A1
c1552b1dab6e6f760950368ae61fb600,Sao Jose Dos Campos Merchant C1552B,2.5,GST-SP-72A30D2C
596849622429351f47b32e6cae1055ff,Mogi Das Cruses Merchant 596849,4.0,GST-SP-FE1B7C75
e6ffc9ac6a7adc9d16a1cfc2286dd546,Sao Paulo Merchant E6FFC9,1.0,GST-SP-F2EA278D
bf0045791395e66460eb04749c68672a,Sao Paulo Merchant BF0045,4.0,GST-SP-5E9C03BE
718539d38d07dd351c76db862760e2e2,Campinas Merchant 718539,4.43,GST-SP-734620C2
b76f4d90e85657a240495c876313adc5,Hortolandia Merchant B76F4D,5.0,GST-SP-4293D212
979e9f8b5b39dd243a2550c8b05aecf0,Sao Paulo Merchant 979E9F,5.0,GST-SP-003593B0
22a23e5ac7061fc538cc2a019afaaf16,Belo Horizonte Merchant 22A23E,3.0,GST-MG-4F80C411
0b90b6df587eb83608a64ea8b390cf07,Maringa Merchant 0B90B6,4.01,GST-PR-0E1A3188
9200e6ce317b67196b6b0bad4d4bd567,Rio De Janeiro Merchant 9200E6,3.0,GST-RJ-C665C5C3
4c60877808f4318ef1107fbeb8f89afa,Atibaia Merchant 4C6087,4.0,GST-SP-410E81D6
3bb32fedaa74e4ad20f4ce067733bd31,Porto Belo Merchant 3BB32F,4.5,GST-SC-BC9D4809
ae8bfdbf1c2a2a2dee92d799db0a31c6,Toledo Merchant AE8BFD,4.12,GST-PR-BBC6BA15
1927cdb9fa74f5270097f6250e8e8f34,Marilia Merchant 1927CD,5.0,GST-SP-21FD233F
8a87611c08849ffeeccab52aa798b6c7,Curitiba Merchant 8A8761,2.77,GST-PR-56F10495
679769a98cfcc6da877c8486ff1c13f3,Ipatinga Merchant 679769,4.57,GST-MG-CCFD5E24
acf974e4d5950ad143a247471b831eb9,Caxias Do Sul Merchant ACF974,4.75,GST-RS-C7733044
20a7efa9721046319bdde5d60b6b5365,Laguna Merchant 20A7EF,5.0,GST-SP-EB594D32
febab0275244b9a49a623f0bd613ca2f,Pedreira Merchant FEBAB0,4.38,GST-SP-76BD5AA9
f3da5b2ff499efb8d4a6d371d175d7dd,Sao Paulo Merchant F3DA5B,3.82,GST-SP-E523B4B6
436bf27f2f18474fc6047702e9f8a866,Campinas Merchant 436BF2,5.0,GST-SP-16CD6696
d2f3e277560ed4c6361284429b00f037,Atibaia Merchant D2F3E2,4.71,GST-SP-787F6C89
cd843d4cf8ef32827de0396605163ba3,Juiz De Fora Merchant CD843D,3.8,GST-MG-BE1D8E6C
67883baaae6134ee81b271a542613728,Sao Paulo Merchant 67883B,4.11,GST-SP-736874DA
7dc9a3355bae96dd82008b313d3a456c,Dores De Campos Merchant 7DC9A3,5.0,GST-MG-BF541A25
05e107217c7266362fd44b75b2cd4cc4,Sao Paulo - Sp Merchant 05E107,4.2,GST-SP-D3D1E651
1acde099eb406aa220b1169b188b42da,Sao Paulo Merchant 1ACDE0,4.22,GST-SP-DB3C6B4D
d97df38225e5abadaff1e72cb72b823c,Sao Caetano Do Sul Merchant D97DF3,3.93,GST-SP-41575DEB
45213867cefbf2cd4c6177e10216a951,Araras Merchant 452138,3.86,GST-SP-E684B100
61b893c57e33626afb104d4112b1be76,Divisa Nova Merchant 61B893,1.0,GST-MG-9E247823
a420f60ff1aa9acc80d0e42959f2b313,Sao Paulo Merchant A420F6,3.95,GST-SP-D481A8AD
ff4ea69c2a729e83e63c7579e4ef8170,Guarulhos Merchant FF4EA6,4.5,GST-SP-EED01EB5
fa5fdc4e4bb6bd1009ad0e4ac4096562,Santo Andre Merchant FA5FDC,5.0,GST-SP-814A5F7F
916748bc99315c2d202898ae58b1617e,Sorocaba Merchant 916748,4.28,GST-SP-1CA95DAF
bc2ac6b95e1accce9858528ee566c17e,Campinas Merchant BC2AC6,4.56,GST-SP-7C349FDE
25debeafbce801fdd479539350185eee,Igaracu Do Tiete Merchant 25DEBE,2.67,GST-SP-A1AFE561
02c988090b766852e088c69d7fb3b551,Americana Merchant 02C988,4.58,GST-SP-80C4DCC0
e5f9e61ceb5f523cc966e0f34095032f,Brusque Merchant E5F9E6,4.2,GST-SC-962C77E0
ad97a199236354e53fcd91a5a913e9a2,Brusque Merchant AD97A1,4.53,GST-SC-515E5D0E
3606774ec64634822d78dc2db6d37045,Sao Caetano Do Sul Merchant 360677,3.0,GST-SP-2691877D
94165aea8a35c3c21499cbcae239b16c,Uberlandia Merchant 94165A,2.0,GST-MG-6D6432E8
c8665a4dd081a2c436b1cd921079d0d9,Pitangueiras Merchant C8665A,5.0,GST-SP-7CDCAFD7
c7dcd301ecfe5ab7f778ac172cf74be7,Belo Horizonte Merchant C7DCD3,2.5,GST-MG-9E2A7A1D
6c17baf138731a4aaacc3210adf2037b,Franca Merchant 6C17BA,5.0,GST-SP-38DDBBE4
50c361bcf670d16f6df4d52de3dff924,Sao Paulo Merchant 50C361,1.0,GST-SP-429047F2
32e5635e63cb374eb63afdd242fb6134,Rio De Janeiro Merchant 32E563,5.0,GST-RJ-D4974CD5
c1f12f926d0ba950578b4fa41115cbb6,Sao Paulo Merchant C1F12F,4.0,GST-SP-54DD8A0C
8602a61d680a10a82cceeeda0d99ea3d,Sao Paulo Merchant 8602A6,4.41,GST-SP-91FB9848
c3acdfac4e3e97ff87529454fbc03642,Sao Paulo Merchant C3ACDF,4.25,GST-SP-A553EFF3
fde0cc9ea29c8ccfc0a2c22256a58c71,Curitiba Merchant FDE0CC,4.49,GST-PR-6FE19144
e63e8bfa530fb16910dd6956e592bb81,Guarulhos Merchant E63E8B,4.26,GST-SP-6CB80A5A
c4f7fee5b0db50e87766f5a4d1b1b758,Sorocaba Merchant C4F7FE,2.88,GST-SP-156A004B
d7485b33791774c36108f8c69602d48d,Curitiba Merchant D7485B,3.7,GST-PR-A63A864E
515d781150feed28a6ac091bb0e3cb8c,Campo Grande Merchant 515D78,4.17,GST-MS-85A0137A
e908c0f3646e8b60375734a350d95d71,Sao Paulo Merchant E908C0,4.0,GST-SP-D9BB657F
2646baaf662d4d92ac48f047e35db92d,Sao Paulo Merchant 2646BA,4.47,GST-SP-5808CF24
13fa2a6c6b9d0f43cb588d7c82117a12,Sao Paulo Merchant 13FA2A,4.2,GST-SP-E8F8461B
5343d0649eca2a983820bfe93fc4d17e,Santo Andre Merchant 5343D0,3.83,GST-SP-01D1895D
7c9130f5f3729edd32aa059141d92484,Garca Merchant 7C9130,3.33,GST-SP-0DE6A27E
e4ebd3f87bf70440014f07ddda7fbe03,Presidente Epitacio Merchant E4EBD3,4.57,GST-SP-716A910D
33a17d60c64393351ebf1ef860f4e0f2,Porto Alegre Merchant 33A17D,4.63,GST-RS-7D2244F6
640e21a7d01df7614a3b4923e990d40c,Ibitinga Merchant 640E21,4.3,GST-SP-10980A1A
d57e18d5f73c7ccb7f7339b61166898d,Sao Paulo Merchant D57E18,4.43,GST-SP-FCB0AF27
dd2bdf855a9172734fbc3744021ae9b9,Belo Horizonte Merchant DD2BDF,3.85,GST-MG-9C403891
9d213f303afae4983637247556438ede,Ibitinga Merchant 9D213F,5.0,GST-SP-59EFD2CA
aadfe0417e61315688b6bd7043361e25,Goiania Merchant AADFE0,4.0,GST-GO-DFF31314
079d295dcbf06ee8bb1b65ba964eb2b6,Sao Paulo Merchant 079D29,4.6,GST-SP-AC3CFBE8
55c26bcb609f480eb7868594245febb5,Tabatinga Merchant 55C26B,4.0,GST-SP-835D0681
cbf09e831b0c11f6f23ffb51004db972,Sbc/Sp Merchant CBF09E,4.4,GST-SP-BEF2FD50
7fdb0720c8d7c9075538b365dc8c3a22,Toledo Merchant 7FDB07,2.44,GST-PR-E31EB7B6
933446e9a59dece7ae9175103820ca8f,Curitiba Merchant 933446,3.0,GST-PR-E4D8960B
3f8247d0f772ffa58560e5c682521ad5,Joinville Merchant 3F8247,3.0,GST-SC-1C6791A8
e46bc031f2c5bae4ccb40bb90712e9b4,Sao Paulo Merchant E46BC0,1.0,GST-SP-F1360410
4aba391bc3b88717ce08eb11e44937b2,Arraial D'Ajuda (Porto Seguro) Merchant 4ABA39,3.9,GST-BA-435D8247
fcba71d4d5db057f43249145e4eb1e27,Limeira Merchant FCBA71,4.67,GST-SP-A14392A6
c747d5b92c7648417faea95d36d763e8,Pacatuba Merchant C747D5,5.0,GST-CE-E482AE0B
715bbd5ba4e6b74cb0d2f29eb45058b0,Serra Negra Merchant 715BBD,4.47,GST-SP-6FE89FBF
1430239a858e7682bbc43b20758af153,Sao Paulo Merchant 143023,4.11,GST-SP-8D2B8002
bb7a14e229b1c95156719c3d9552eeee,Rio De Janeiro Merchant BB7A14,4.18,GST-RJ-886C5311
d598f929fc44e1e38678e7f47250ec04,Formosa Merchant D598F9,5.0,GST-GO-AFF1BB7D
edc518ba25576a0188a0e8f2c3af186f,Guarulhos Merchant EDC518,3.67,GST-SP-42508AFE
4c18691b6037662be2df78a765d98ab5,Sao Paulo Merchant 4C1869,3.87,GST-SP-4656C3F8
8f2b51a30523cdecddc2f179f351c7d6,Sao Paulo Merchant 8F2B51,4.14,GST-SP-F821911A
6b536a23086fba0d58c08d68814397f6,Niteroi Merchant 6B536A,3.95,GST-RJ-E858D506
95f83f51203c626648c875dd41874c7f,Borda Da Mata Merchant 95F83F,3.62,GST-MG-A2319816
6b243f80ed07b10f0e8aa0f21a205f3c,Curitiba Merchant 6B243F,4.27,GST-PR-4696B264
e7f3bf1ecd8526eb7f3b18059e6716e5,Ubatuba Merchant E7F3BF,4.56,GST-SP-3501885C
4d600e08ecbe08258c79e536c5a42fee,Entre Rios Do Oeste Merchant 4D600E,4.0,GST-PR-6FB5CA2C
2089a6d640999f9b9141ac719b2af596,Sao Carlos Merchant 2089A6,3.73,GST-SP-352C5CD1
2a167ca73899c85001a837d8fb4962f6,Sao Paulo Merchant 2A167C,4.5,GST-SP-F1350292
458c6fa920810ce2492da71bc26d9eec,Catanduva Merchant 458C6F,2.5,GST-SP-ADFE5CF8
7494d0dcba8551df6cf37f1b905dc2f7,Santos Merchant 7494D0,3.0,GST-SP-4D0F42C6
698f5fa55a5f73d0740e9d9a773e8093,Rio De Janeiro Merchant 698F5F,4.75,GST-RJ-B60F7DE3
4f0d637c1197fd65405ebd755ac9f86b,Taboao Da Serra Merchant 4F0D63,5.0,GST-SP-3CF44DBB
3969863bb8af7f72580b3b1ffd3a17b3,Sao Paulo Merchant 396986,4.08,GST-SP-FA58A34D
2a5b78b41cd05baeac8df54c6606b92c,Formiga Merchant 2A5B78,4.33,GST-MG-01A15C98
1f7dfad2cb384ea4d2d7e1ffbd78c407,Sao Paulo Merchant 1F7DFA,1.0,GST-SP-32719489
08f5819815f3d06545011850bd70f0a8,Santos Merchant 08F581,4.67,GST-SP-F654D220
b32be1695eb7ec5f10f72d9610a12527,Caxias Do Sul Merchant B32BE1,4.07,GST-RS-22CD2C2F
b94cc9f10ddc85e4ba73a6f7974e7101,Macae Merchant B94CC9,4.3,GST-RJ-8BDE47CC
53243585a1d6dc2643021fd1853d8905,Lauro De Freitas Merchant 532435,4.13,GST-BA-0238F498
6df688df543f90e9b38f4319e75a9d88,Belo Horizonte Merchant 6DF688,4.58,GST-MG-C07FAE3B
7f40d06aa0b5f1aa4f41af8c0480e2ef,Rio Claro Merchant 7F40D0,4.83,GST-SP-F3794A3D
dd88d13bea9e4c2bf47daf224f8141e5,Lajeado Merchant DD88D1,5.0,GST-RS-EBA37379
72c38a04bd6a1c3dbc5298425a0db86d,Cascavel Merchant 72C38A,3.75,GST-PR-AE836FA4
9e17b9d64683aebcbb9ee362d06463b4,Ribeirao Preto Merchant 9E17B9,1.0,GST-SP-7C6A2E00
b5bb2b985208834bd5bd86c7a402bbad,Venancio Aires Merchant B5BB2B,5.0,GST-RS-6B95C7D0
b1fecf4da1fa2689bccffa0121953643,Campo Grande Merchant B1FECF,4.95,GST-MS-831EE110
7b1222c3624aa89b9558b50a2594188c,Sao Jose Do Rio Preto Merchant 7B1222,4.45,GST-SP-76836A56
e595809a6c31ec4314fd06ef198c244d,Navegantes Merchant E59580,5.0,GST-SC-97419A7B
ba6b68b55fe8704377a7d43c8e5c0185,Belo Horizonte Merchant BA6B68,4.2,GST-MG-391748C9
b8114f2f589a6804810f04f99b36b498,Sao Bernardo Do Campo Merchant B8114F,4.75,GST-SP-AE6E6E76
83d7070a0b9a8b4625fa8682b819fabb,Cotia Merchant 83D707,1.0,GST-SP-AC0F0741
570d4583587a5fe2d47c7be89b91ad27,Sao Paulo Merchant 570D45,5.0,GST-SP-94A615DE
9591fc341b1bfb7ef561e2968ec6e011,Sao Paulo Merchant 9591FC,1.0,GST-SP-915EFB40
0af977692321d895349eded183341d28,Santos Merchant 0AF977,4.5,GST-SP-81B3ED02
b33aaadd1a8891d2dfef0c4c3bdf0371,Limeira Merchant B33AAA,3.94,GST-SP-B8E7A707
5d9dc90a686a8fddacffab6bab5653a3,Santana De Parnaiba Merchant 5D9DC9,4.17,GST-SP-85C682D9
cc80e2f693fa6e2408f47ccf62413fc1,Curitiba Merchant CC80E2,4.0,GST-PR-8D5DBAF9
